primary_accession,lineage,assembler,assembler_version,wall_clock_seconds,peak_mem_in_gbs,n50,l50,num_contigs,assembly_length,largest_contig,srr_id
ERZ13692931,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13141,9,1563,7559,49856,66060651,167846,ERR5455172
ERZ13692933,root:Host-associated:Human:Digestive system,metaspades,3.15.3,9409,11,1956,7274,51034,76806966,162086,ERR5455173
ERZ13692932,root:Host-associated:Human:Digestive system,metaspades,3.15.3,5425,5,1246,5507,28848,33787107,123869,ERR5455174
ERZ13692923,root:Host-associated:Human:Digestive system,metaspades,3.15.3,347,5,655,110,321,236585,5649,ERR5455175
ERZ13692263,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4458,6,3380,1782,17498,32435137,89379,ERR5295020
ERZ13692260,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1314,1,1666,1566,6797,8884700,14176,ERR5295021
ERZ13692264,root:Host-associated:Human:Digestive system,metaspades,3.15.3,455,2,598,446,1091,695380,6354,ERR5295022
ERZ13692265,root:Host-associated:Human:Digestive system,metaspades,3.15.3,595,5,610,378,922,598106,4666,ERR5295023
ERZ13692271,root:Host-associated:Human:Digestive system,metaspades,3.15.3,15111,11,1892,6895,55870,81697305,160485,ERR5295024
ERZ13692266,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1757,5,1475,1460,7312,9303644,104883,ERR5295025
ERZ13692261,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1435,5,785,2315,7198,5953092,35369,ERR5295027
ERZ13692268,root:Host-associated:Human:Digestive system,metaspades,3.15.3,6771,7,1849,3998,23629,33351319,88240,ERR5295029
ERZ13692267,root:Host-associated:Human:Digestive system,metaspades,3.15.3,795,1,803,1442,4655,3924984,16617,ERR5295030
ERZ13692269,root:Host-associated:Human:Digestive system,metaspades,3.15.3,89,2,553,5,10,5509,651,ERR5295031
ERZ13692277,root:Host-associated:Human:Digestive system,metaspades,3.15.3,12760,8,3531,1947,30320,52119036,302847,ERR5295032
ERZ13692279,root:Host-associated:Human:Digestive system,metaspades,3.15.3,16743,13,3414,3190,33084,57111531,104560,ERR5295034
ERZ13692272,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1113,1,781,2276,6740,5425788,21233,ERR5295035
ERZ13692286,root:Host-associated:Human:Digestive system,metaspades,3.15.3,17754,15,1869,8239,63161,93896185,255171,ERR5295036
ERZ13692274,root:Host-associated:Human:Digestive system,metaspades,3.15.3,926,5,1019,1045,4014,3904269,39372,ERR5295037
ERZ13692273,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1120,2,965,1425,5069,4790654,12049,ERR5295038
ERZ13692270,root:Host-associated:Human:Digestive system,metaspades,3.15.3,62,5,588,11,23,14183,875,ERR5295039
ERZ13692278,root:Host-associated:Human:Digestive system,metaspades,3.15.3,5382,6,1111,5139,24084,26079037,73328,ERR5295040
ERZ13692275,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1894,5,3640,271,4134,8019290,349965,ERR5295041
ERZ13692276,root:Host-associated:Human:Digestive system,metaspades,3.15.3,510,1,855,1070,3233,2747882,6740,ERR5295042
ERZ13692284,root:Host-associated:Human:Digestive system,metaspades,3.15.3,12416,10,1253,10225,49937,57882183,84919,ERR5295043
ERZ13692296,root:Host-associated:Human:Digestive system,metaspades,3.15.3,20080,12,1989,7767,60416,90636140,238862,ERR5295044
ERZ13692291,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11905,11,2083,5692,39919,61000295,131246,ERR5295046
ERZ13692280,root:Host-associated:Human:Digestive system,metaspades,3.15.3,224,5,585,66,159,100442,1936,ERR5295047
ERZ13692285,root:Host-associated:Human:Digestive system,metaspades,3.15.3,5640,10,1410,4073,27305,34528637,138196,ERR5295048
ERZ13692281,root:Host-associated:Human:Digestive system,metaspades,3.15.3,2372,5,1091,2001,10082,10865520,64366,ERR5295049
ERZ13692289,root:Host-associated:Human:Digestive system,metaspades,3.15.3,12260,9,3212,2338,27606,46514825,222955,ERR5295050
ERZ13692282,root:Host-associated:Human:Digestive system,metaspades,3.15.3,148,5,638,191,464,305950,1945,ERR5295051
ERZ13692283,root:Host-associated:Human:Digestive system,metaspades,3.15.3,314,5,1392,360,1416,1731750,17428,ERR5295052
ERZ13692293,root:Host-associated:Human:Digestive system,metaspades,3.15.3,5507,7,1439,6054,30124,37175722,58972,ERR5295053
ERZ13692298,root:Host-associated:Human:Digestive system,metaspades,3.15.3,16712,14,2101,6036,49593,75835099,141095,ERR5295055
ERZ13692299,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13553,11,1734,6480,38420,51984177,485661,ERR5295056
ERZ13692290,root:Host-associated:Human:Digestive system,metaspades,3.15.3,14039,14,2712,2758,37998,63075940,193893,ERR5295058
ERZ13692287,root:Host-associated:Human:Digestive system,metaspades,3.15.3,692,5,1579,499,2753,3297414,16908,ERR5295059
ERZ13692300,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11473,8,1528,4704,29631,38298269,108907,ERR5295060
ERZ13692292,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1522,2,867,1797,6279,5640338,43575,ERR5295061
ERZ13692308,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13381,9,3429,2571,28154,52401456,197983,ERR5295062
ERZ13692295,root:Host-associated:Human:Digestive system,metaspades,3.15.3,273,5,648,289,725,489118,2005,ERR5295063
ERZ13692297,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1666,5,855,3346,10563,9106234,19524,ERR5295064
ERZ13692301,root:Host-associated:Human:Digestive system,metaspades,3.15.3,149,5,549,11,25,14802,1210,ERR5295066
ERZ13692315,root:Host-associated:Human:Digestive system,metaspades,3.15.3,15075,9,1476,7493,47216,61392950,293470,ERR5295067
ERZ13692309,root:Host-associated:Human:Digestive system,metaspades,3.15.3,15797,15,2467,6775,58129,95558014,232667,ERR5295068
ERZ13692305,root:Host-associated:Human:Digestive system,metaspades,3.15.3,687,5,704,1101,3049,2261599,29691,ERR5295069
ERZ13692302,root:Host-associated:Human:Digestive system,metaspades,3.15.3,96,5,1309,10,42,46817,3979,ERR5295070
ERZ13692311,root:Host-associated:Human:Digestive system,metaspades,3.15.3,26439,18,4084,3650,46830,88153176,187825,ERR5295071
ERZ13692306,root:Host-associated:Human:Digestive system,metaspades,3.15.3,404,2,652,501,1279,876919,5393,ERR5295072
ERZ13692307,root:Host-associated:Human:Digestive system,metaspades,3.15.3,835,5,673,1127,3094,2235187,8921,ERR5295075
ERZ13692312,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13495,11,2538,3746,30989,53167714,489028,ERR5295076
ERZ13692304,root:Host-associated:Human:Digestive system,metaspades,3.15.3,136,0,622,49,117,75106,1418,ERR5295077
ERZ13692319,root:Host-associated:Human:Digestive system,metaspades,3.15.3,2751,5,723,3610,10232,7737027,8611,ERR5295079
ERZ13692313,root:Host-associated:Human:Digestive system,metaspades,3.15.3,2290,2,808,3787,11925,10051341,35307,ERR5295080
ERZ13692310,root:Host-associated:Human:Digestive system,metaspades,3.15.3,433,1,588,170,402,250008,2932,ERR5295082
ERZ13692320,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13939,10,2865,4620,45053,75098709,295473,ERR5295083
ERZ13692314,root:Host-associated:Human:Digestive system,metaspades,3.15.3,255,5,636,240,639,439720,4408,ERR5295106
ERZ14212284,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,71942,36,2739,10839,125775,220150195,419275,SRR14920930
ERZ14212242,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,88325,36,5127,6348,127861,257419423,549721,SRR14920931
ERZ14212236,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,68664,36,3565,8534,115690,218903449,307692,SRR14920932
ERZ14212286,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,86134,36,3456,9882,133733,250011891,602567,SRR14920933
ERZ14212285,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,80170,35,3965,8549,133244,260151803,402426,SRR14920934
ERZ14212249,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,62738,32,8070,3062,72306,176010438,348175,SRR14920935
ERZ14212232,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,86384,36,2614,13464,139421,241295723,602568,SRR14920936
ERZ14212267,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,54401,36,3501,7627,119769,217013634,337888,SRR14920937
ERZ14212263,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,44551,23,3669,3733,54914,103201483,394338,SRR14920938
ERZ14212231,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,84729,36,5525,4799,87013,182744554,376229,SRR14920939
ERZ14212238,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,74608,34,3463,11183,125543,238740509,549721,SRR14920940
ERZ14212229,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,81414,36,5110,6341,119837,246156588,371707,SRR14920941
ERZ14212235,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,92338,39,2420,20842,209768,340178760,298147,SRR14920942
ERZ14212245,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,44144,23,2370,6904,71934,118382834,397312,SRR14920943
ERZ14212246,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,69242,33,6498,3542,75008,162375615,445197,SRR14920944
ERZ14212260,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,82971,36,8900,3034,80732,193614870,379000,SRR14920945
ERZ14212279,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,72798,34,3687,7031,106577,198207299,549710,SRR14920946
ERZ14212271,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,75832,37,5720,4043,93346,186583106,549684,SRR14920947
ERZ14212262,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,80901,36,5158,6801,129009,269529463,602567,SRR14920948
ERZ14212273,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,63842,24,8517,1121,28029,65706456,602567,SRR14920949
ERZ14212257,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,63043,37,3584,9914,136758,256108441,353295,SRR14920950
ERZ14212228,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,58869,34,2530,10817,106333,177189768,368862,SRR14920951
ERZ14212239,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,89621,36,2902,13437,147560,262624407,426719,SRR14920952
ERZ14212268,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,96316,38,4144,11244,170630,342121846,427456,SRR14920953
ERZ14212255,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,82956,36,4024,9758,142332,276969410,408955,SRR14920954
ERZ14212234,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,49351,31,4115,5830,97241,184496089,345674,SRR14920955
ERZ14212275,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,92204,36,3282,12412,160522,287099741,323504,SRR14920956
ERZ14212237,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,84984,37,2702,12736,161177,276261247,602567,SRR14920957
ERZ14212253,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,99258,37,6118,6811,142304,312137929,547792,SRR14920958
ERZ14212252,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,68549,36,5059,7662,141746,287389071,345673,SRR14920959
ERZ14212280,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,68438,34,3811,7324,113437,218110610,602568,SRR14920960
ERZ14212248,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,78029,33,5957,5619,116310,246219862,396561,SRR14920961
ERZ14212274,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,79323,36,3570,7810,117349,216540665,402722,SRR14920962
ERZ14212282,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,69100,36,3501,8025,116104,211871486,411957,SRR14920963
ERZ14212264,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,89340,36,3938,5740,110091,201305265,368729,SRR14920964
ERZ14212233,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,78125,35,4265,9191,138257,281908401,475690,SRR14920965
ERZ14212277,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,74619,35,4166,6681,121990,227280161,482874,SRR14920966
ERZ14212254,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,74723,36,4614,7435,129780,261116841,378147,SRR14920967
ERZ14212272,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,81584,36,4644,6486,126451,246749831,426718,SRR14920968
ERZ14212283,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,144355,40,2943,16398,203076,361164853,393963,SRR14920969
ERZ14212247,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,59007,36,7205,4438,93953,209454655,424602,SRR14920970
ERZ14212266,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,64507,33,4185,5173,94640,180385713,368701,SRR14920971
ERZ14212278,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,73101,36,4845,5825,127348,243831258,592769,SRR14920972
ERZ14212256,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,78782,35,2636,11935,147392,249204231,345670,SRR14920973
ERZ14212258,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,99369,36,2717,14819,170750,292088091,496592,SRR14920974
ERZ14212259,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,90695,34,7809,3037,80789,175689613,488061,SRR14920975
ERZ14212281,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,125730,35,3455,11037,151987,292645636,602345,SRR14920976
ERZ14212250,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,103980,36,4095,10497,159791,314218860,356296,SRR14920977
ERZ14212261,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,61838,30,2403,10029,111905,179226735,402384,SRR14920978
ERZ14212240,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,72046,36,3108,8703,122157,214552454,345673,SRR14920979
ERZ14212241,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,84946,36,2514,14861,153853,259726712,549720,SRR14920980
ERZ14212270,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,52040,34,2866,9499,113054,191787399,269196,SRR14920981
ERZ14212243,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,50097,33,2861,8099,106649,180619227,326243,SRR14920982
ERZ14212269,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,75694,36,5499,4393,82712,181711590,674853,SRR14920983
ERZ14212265,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,105157,36,3476,11621,155019,295630649,345670,SRR14920984
ERZ14212244,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,88672,35,9258,3267,83647,199693007,285088,SRR14920985
ERZ14212230,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,71936,36,4256,7367,127376,251125548,602499,SRR14920986
ERZ14212276,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,58963,24,2361,4625,58477,94097678,602446,SRR14920987
ERZ14212251,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,115331,36,4511,8724,148873,298558398,345662,SRR14920988
ERZ14224632,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,88108,38,2502,13579,166158,274429054,359093,SRR15194753
ERZ14237739,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,90273,35,4022,6141,121098,227217667,417178,SRR15194754
ERZ14237742,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,178851,43,2289,21814,215617,340439710,458216,SRR15194755
ERZ14237738,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,213502,43,4120,6719,140119,250634161,411772,SRR15194756
ERZ14237737,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,108824,36,4215,6174,114220,220264189,748565,SRR15194757
ERZ14237741,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,141714,36,5846,5419,122653,258548549,426875,SRR15194758
ERZ14237736,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,104414,34,8317,3640,106242,234158518,484928,SRR15194759
ERZ14237740,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,130975,40,3533,7460,133087,244159050,425517,SRR15194760
ERZ14231490,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,111123,20,7911,3258,84993,205587907,828715,SRR14836527
ERZ14241825,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,75208,18,10248,2133,64363,170752949,566167,SRR14836528
ERZ14231503,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,84001,30,6397,4664,98469,217053326,1042310,SRR14836529
ERZ14231504,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,120823,33,4854,6462,125453,253483383,505360,SRR14836530
ERZ14231485,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,73226,33,3891,8688,127425,253863847,641877,SRR14836531
ERZ14231492,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,64682,20,7588,3002,80229,181086754,920302,SRR14836532
